line_id,bill_id,charge_type,description,quantity_kwh,unit_price,amount
258,BILL-0006-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),333,0.0317,10.57
259,BILL-0006-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),333,0.0099,3.31
260,BILL-0006-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,333,0.0156,5.18
261,BILL-0006-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,333,0.009,2.99
262,BILL-0006-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,333,0.0101,3.37
263,BILL-0006-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.01
264,BILL-0006-03,taxes,ΦΠΑ (6% + 24%),,,21.27
265,BILL-0006-04,energy,Χρέωση Ενέργειας - Προμήθεια,444,0.1018,45.21
266,BILL-0006-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),444,0.0305,13.52
267,BILL-0006-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),444,0.0092,4.08
268,BILL-0006-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,444,0.015,6.64
269,BILL-0006-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,444,0.008,3.54
270,BILL-0006-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,444,0.0099,4.38
271,BILL-0006-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.52
272,BILL-0006-04,taxes,ΦΠΑ (6% + 24%),,,25.68
273,BILL-0006-05,energy,Χρέωση Ενέργειας - Προμήθεια,288,0.111,31.98
274,BILL-0006-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),288,0.0322,9.26
275,BILL-0006-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),288,0.0103,2.96
276,BILL-0006-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,288,0.0175,5.05
277,BILL-0006-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,288,0.009,2.6
278,BILL-0006-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,288,0.0103,2.98
279,BILL-0006-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.91
280,BILL-0006-05,taxes,ΦΠΑ (6% + 24%),,,18.14
281,BILL-0006-06,energy,Χρέωση Ενέργειας - Προμήθεια,380,0.1006,38.21
282,BILL-0006-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),380,0.0305,11.58
283,BILL-0006-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),380,0.0095,3.61
284,BILL-0006-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,380,0.0162,6.15
285,BILL-0006-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,380,0.0083,3.16
286,BILL-0006-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,380,0.0099,3.77
287,BILL-0006-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.33
288,BILL-0006-06,taxes,ΦΠΑ (6% + 24%),,,22.54
289,BILL-0007-01,energy,Χρέωση Ενέργειας - Προμήθεια,257,0.1189,30.56
290,BILL-0007-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),257,0.0354,9.09
291,BILL-0007-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),257,0.011,2.82
292,BILL-0007-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,257,0.0182,4.68
293,BILL-0007-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,257,0.0096,2.47
294,BILL-0007-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,257,0.0107,2.75
295,BILL-0007-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.71
296,BILL-0007-01,taxes,ΦΠΑ (6% + 24%),,,15.36
297,BILL-0007-02,energy,Χρέωση Ενέργειας - Προμήθεια,330,0.0927,30.58
298,BILL-0007-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),330,0.0275,9.08
299,BILL-0007-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),330,0.0088,2.92
300,BILL-0007-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,330,0.0144,4.75
301,BILL-0007-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,330,0.0077,2.55
302,BILL-0007-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,330,0.0085,2.82
303,BILL-0007-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.8
304,BILL-0007-02,taxes,ΦΠΑ (6% + 24%),,,16.37
305,BILL-0007-03,energy,Χρέωση Ενέργειας - Προμήθεια,347,0.1035,35.93
306,BILL-0007-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),347,0.032,11.11
307,BILL-0007-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),347,0.0106,3.68
308,BILL-0007-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,347,0.0175,6.07
309,BILL-0007-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,347,0.0095,3.28
310,BILL-0007-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,347,0.0105,3.64
311,BILL-0007-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.34
312,BILL-0007-03,taxes,ΦΠΑ (6% + 24%),,,23.82
313,BILL-0007-04,energy,Χρέωση Ενέργειας - Προμήθεια,474,0.0937,44.4
314,BILL-0007-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),474,0.0304,14.41
315,BILL-0007-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),474,0.009,4.27
316,BILL-0007-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,474,0.0149,7.06
317,BILL-0007-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,474,0.0083,3.92
318,BILL-0007-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,474,0.009,4.26
319,BILL-0007-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.82
320,BILL-0007-04,taxes,ΦΠΑ (6% + 24%),,,28.66
321,BILL-0007-05,energy,Χρέωση Ενέργειας - Προμήθεια,305,0.1138,34.71
322,BILL-0007-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),305,0.0375,11.43
323,BILL-0007-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),305,0.011,3.36
324,BILL-0007-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,305,0.0184,5.62
325,BILL-0007-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,305,0.0098,2.99
326,BILL-0007-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,305,0.0108,3.3
327,BILL-0007-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2
328,BILL-0007-05,taxes,ΦΠΑ (6% + 24%),,,20.4
329,BILL-0007-06,energy,Χρέωση Ενέργειας - Προμήθεια,232,0.1169,27.12
330,BILL-0007-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),232,0.0372,8.62
331,BILL-0007-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),232,0.0113,2.61
332,BILL-0007-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,232,0.0177,4.11
333,BILL-0007-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,232,0.0101,2.35
334,BILL-0007-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,232,0.0111,2.57
335,BILL-0007-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.62
336,BILL-0007-06,taxes,ΦΠΑ (6% + 24%),,,15.35
337,BILL-0008-01,energy,Χρέωση Ενέργειας - Προμήθεια,347,0.1076,37.34
338,BILL-0008-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),347,0.0317,11
339,BILL-0008-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),347,0.0097,3.35
340,BILL-0008-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,347,0.0159,5.52
341,BILL-0008-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,347,0.0086,2.98
342,BILL-0008-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,347,0.0098,3.41
343,BILL-0008-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.21
344,BILL-0008-01,taxes,ΦΠΑ (6% + 24%),,,20.43
345,BILL-0008-02,energy,Χρέωση Ενέργειας - Προμήθεια,374,0.0816,30.52
346,BILL-0008-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),374,0.0256,9.56
347,BILL-0008-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),374,0.0079,2.97
348,BILL-0008-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,374,0.0132,4.94
349,BILL-0008-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,374,0.0072,2.68
350,BILL-0008-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,374,0.0079,2.97
351,BILL-0008-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.92
352,BILL-0008-02,taxes,ΦΠΑ (6% + 24%),,,19.84
353,BILL-0008-03,energy,Χρέωση Ενέργειας - Προμήθεια,246,0.1156,28.43
354,BILL-0008-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),246,0.0358,8.81
355,BILL-0008-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),246,0.0106,2.61
356,BILL-0008-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,246,0.0174,4.28
357,BILL-0008-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,246,0.0091,2.24
358,BILL-0008-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,246,0.0109,2.69
359,BILL-0008-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.67
360,BILL-0008-03,taxes,ΦΠΑ (6% + 24%),,,14.07
361,BILL-0008-04,energy,Χρέωση Ενέργειας - Προμήθεια,561,0.1012,56.75
362,BILL-0008-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),561,0.0288,16.16
363,BILL-0008-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),561,0.0091,5.08
364,BILL-0008-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,561,0.0149,8.37
365,BILL-0008-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,561,0.0082,4.62
366,BILL-0008-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,561,0.0091,5.11
367,BILL-0008-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.18
368,BILL-0008-04,taxes,ΦΠΑ (6% + 24%),,,30.72
369,BILL-0008-05,energy,Χρέωση Ενέργειας - Προμήθεια,367,0.0829,30.42
370,BILL-0008-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),367,0.0259,9.5
371,BILL-0008-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),367,0.0079,2.91
372,BILL-0008-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,367,0.0136,4.99
373,BILL-0008-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,367,0.007,2.56
374,BILL-0008-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,367,0.0081,2.99
375,BILL-0008-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.85
376,BILL-0008-05,taxes,ΦΠΑ (6% + 24%),,,20.78
377,BILL-0008-06,energy,Χρέωση Ενέργειας - Προμήθεια,337,0.1071,36.1
378,BILL-0008-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),337,0.0333,11.21
379,BILL-0008-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),337,0.01,3.38
380,BILL-0008-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,337,0.0156,5.25
381,BILL-0008-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,337,0.0087,2.93
382,BILL-0008-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,337,0.01,3.36
383,BILL-0008-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.18
384,BILL-0008-06,taxes,ΦΠΑ (6% + 24%),,,20.43
385,BILL-0009-01,energy,Χρέωση Ενέργειας - Προμήθεια,551,0.0975,53.7
386,BILL-0009-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),551,0.0307,16.89
387,BILL-0009-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),551,0.0091,5
388,BILL-0009-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,551,0.0159,8.74
389,BILL-0009-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,551,0.0083,4.55
390,BILL-0009-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,551,0.0095,5.21
391,BILL-0009-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.18
392,BILL-0009-01,taxes,ΦΠΑ (6% + 24%),,,31.93
393,BILL-0009-02,energy,Χρέωση Ενέργειας - Προμήθεια,597,0.1028,61.39
394,BILL-0009-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),597,0.0308,18.39
395,BILL-0009-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),597,0.0096,5.72
396,BILL-0009-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,597,0.0153,9.16
397,BILL-0009-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,597,0.0087,5.22
398,BILL-0009-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,597,0.0095,5.7
399,BILL-0009-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.45
400,BILL-0009-02,taxes,ΦΠΑ (6% + 24%),,,36.08
401,BILL-0009-03,energy,Χρέωση Ενέργειας - Προμήθεια,529,0.0923,48.81
402,BILL-0009-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),529,0.0271,14.35
403,BILL-0009-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),529,0.008,4.24
404,BILL-0009-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,529,0.0134,7.08
405,BILL-0009-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,529,0.0073,3.86
406,BILL-0009-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,529,0.0084,4.46
407,BILL-0009-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.9
408,BILL-0009-03,taxes,ΦΠΑ (6% + 24%),,,25.18
409,BILL-0009-04,energy,Χρέωση Ενέργειας - Προμήθεια,858,0.0994,85.3
410,BILL-0009-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),858,0.0317,27.18
411,BILL-0009-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),858,0.0098,8.39
412,BILL-0009-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,858,0.0154,13.23
413,BILL-0009-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,858,0.0083,7.14
414,BILL-0009-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,858,0.0104,8.91
415,BILL-0009-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,5.09
416,BILL-0009-04,taxes,ΦΠΑ (6% + 24%),,,58.06
417,BILL-0009-05,energy,Χρέωση Ενέργειας - Προμήθεια,697,0.0815,56.82
418,BILL-0009-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),697,0.0239,16.65
419,BILL-0009-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),697,0.0078,5.43
420,BILL-0009-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,697,0.0127,8.88
421,BILL-0009-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,697,0.007,4.91
422,BILL-0009-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,697,0.0075,5.22
423,BILL-0009-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.52
424,BILL-0009-05,taxes,ΦΠΑ (6% + 24%),,,32.97
425,BILL-0009-06,energy,Χρέωση Ενέργειας - Προμήθεια,612,0.0905,55.36
426,BILL-0009-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),612,0.0271,16.59
427,BILL-0009-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),612,0.0081,4.96
428,BILL-0009-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,612,0.0141,8.64
429,BILL-0009-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,612,0.0074,4.52
430,BILL-0009-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,612,0.0084,5.15
431,BILL-0009-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.39
432,BILL-0009-06,taxes,ΦΠΑ (6% + 24%),,,31.1
433,BILL-0010-01,energy,Χρέωση Ενέργειας - Προμήθεια,476,0.1145,54.48
434,BILL-0010-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),476,0.0355,16.91
435,BILL-0010-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),476,0.0117,5.55
436,BILL-0010-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,476,0.0187,8.91
437,BILL-0010-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,476,0.0102,4.86
438,BILL-0010-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,476,0.0112,5.31
439,BILL-0010-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.44
440,BILL-0010-01,taxes,ΦΠΑ (6% + 24%),,,34.49
441,BILL-0010-02,energy,Χρέωση Ενέργειας - Προμήθεια,620,0.0967,59.94
442,BILL-0010-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),620,0.0295,18.27
443,BILL-0010-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),620,0.0089,5.51
444,BILL-0010-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,620,0.0146,9.04
445,BILL-0010-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,620,0.0078,4.83
446,BILL-0010-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,620,0.0089,5.54
447,BILL-0010-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.31
448,BILL-0010-02,taxes,ΦΠΑ (6% + 24%),,,30.06
449,BILL-0010-03,energy,Χρέωση Ενέργειας - Προμήθεια,576,0.1185,68.23
450,BILL-0010-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),576,0.035,20.18
451,BILL-0010-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),576,0.0107,6.14
452,BILL-0010-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,576,0.0185,10.68
453,BILL-0010-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,576,0.0093,5.36
454,BILL-0010-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,576,0.0113,6.48
455,BILL-0010-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.16
456,BILL-0010-03,taxes,ΦΠΑ (6% + 24%),,,37.74
457,BILL-0010-04,energy,Χρέωση Ενέργειας - Προμήθεια,928,0.1021,94.73
458,BILL-0010-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),928,0.0291,27
459,BILL-0010-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),928,0.0094,8.73
460,BILL-0010-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,928,0.0154,14.29
461,BILL-0010-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,928,0.0079,7.35
462,BILL-0010-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,928,0.0097,9.01
463,BILL-0010-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,5.24
464,BILL-0010-04,taxes,ΦΠΑ (6% + 24%),,,52.05
465,BILL-0010-05,energy,Χρέωση Ενέργειας - Προμήθεια,666,0.1126,75
466,BILL-0010-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),666,0.0335,22.32
467,BILL-0010-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),666,0.01,6.69
468,BILL-0010-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,666,0.0174,11.56
469,BILL-0010-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,666,0.009,6
470,BILL-0010-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,666,0.0102,6.76
471,BILL-0010-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.31
472,BILL-0010-05,taxes,ΦΠΑ (6% + 24%),,,41.97
473,BILL-0010-06,energy,Χρέωση Ενέργειας - Προμήθεια,674,0.105,70.76
474,BILL-0010-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),674,0.0337,22.74
475,BILL-0010-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),674,0.0099,6.67
476,BILL-0010-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,674,0.0171,11.5
477,BILL-0010-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,674,0.0089,5.99
478,BILL-0010-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,674,0.0099,6.66
479,BILL-0010-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.06
480,BILL-0010-06,taxes,ΦΠΑ (6% + 24%),,,42.14
481,BILL-0011-01,energy,Χρέωση Ενέργειας - Προμήθεια,802,0.0824,66.1
482,BILL-0011-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),802,0.026,20.86
483,BILL-0011-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),802,0.0074,5.92
484,BILL-0011-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,802,0.0129,10.32
485,BILL-0011-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,802,0.0069,5.57
486,BILL-0011-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,802,0.0075,5.99
487,BILL-0011-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.81
488,BILL-0011-01,taxes,ΦΠΑ (6% + 24%),,,35.63
489,BILL-0011-02,energy,Χρέωση Ενέργειας - Προμήθεια,726,0.0822,59.65
490,BILL-0011-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),726,0.0258,18.7
491,BILL-0011-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),726,0.0079,5.73
